Temperature,Humidity,Label
28,43,Comfortable
25,93,Humid
27,72,Comfortable
24,82,Humid
36,70,Hot
38,47,Hot
23,44,Comfortable
25,50,Comfortable
26,67,Comfortable
38,92,Hot
31,70,Hot
36,62,Hot
37,74,Hot
22,71,Comfortable
33,78,Hot
22,62,Comfortable
21,76,Humid
35,86,Hot
22,35,Comfortable
33,50,Hot
22,30,Comfortable
36,65,Hot
28,35,Comfortable
34,56,Hot
21,85,Humid
33,39,Hot
36,80,Hot
22,90,Humid
36,32,Hot
38,74,Hot
37,58,Hot
38,95,Hot
28,51,Comfortable
39,89,Hot
31,40,Hot
25,39,Comfortable
19,45,Comfortable
28,30,Comfortable
20,79,Humid
23,33,Comfortable
20,59,Comfortable
21,43,Comfortable
21,78,Humid
40,50,Hot
37,81,Hot
32,90,Hot
40,58,Hot
39,74,Hot
33,50,Hot
38,66,Hot
36,88,Hot
38,52,Hot
32,33,Hot
27,60,Comfortable
28,33,Comfortable
31,46,Hot
30,51,Comfortable
34,82,Hot
30,65,Comfortable
23,52,Comfortable
37,46,Hot
34,58,Hot
20,92,Humid
30,78,Humid
19,40,Comfortable
33,76,Hot
27,46,Comfortable
39,46,Hot
23,78,Humid
39,70,Hot
20,78,Humid
36,88,Hot
35,37,Hot
21,80,Humid
27,89,Humid
19,67,Comfortable
32,53,Hot
32,48,Hot
20,76,Humid
30,35,Comfortable
39,40,Hot
35,33,Hot
37,75,Hot
19,55,Comfortable
22,95,Humid
36,65,Hot
30,75,Comfortable
37,69,Hot
21,90,Humid
23,54,Comfortable
20,70,Comfortable
36,48,Hot
19,48,Comfortable
38,39,Hot
24,45,Comfortable
38,72,Hot
19,36,Comfortable
22,38,Comfortable
34,70,Hot
30,77,Humid
29,40,Comfortable
31,38,Hot
18,65,Comfortable
18,62,Comfortable
29,45,Comfortable
20,38,Comfortable
31,31,Hot
19,81,Humid
20,40,Comfortable
27,66,Comfortable
38,33,Hot
20,74,Comfortable
22,66,Comfortable
31,63,Hot
38,87,Hot
28,61,Comfortable
36,42,Hot
20,33,Comfortable
27,44,Comfortable
25,39,Comfortable
21,71,Comfortable
20,45,Comfortable
32,69,Hot
40,33,Hot
38,52,Hot
37,72,Hot
32,84,Hot
38,33,Hot
39,90,Hot
28,37,Comfortable
32,62,Hot
27,90,Humid
32,68,Hot
40,77,Hot
34,83,Hot
28,44,Comfortable
32,87,Hot
23,84,Humid
36,41,Hot
23,51,Comfortable
19,94,Humid
18,46,Comfortable
37,93,Hot
21,53,Comfortable
25,77,Humid
32,65,Hot
20,38,Comfortable
38,51,Hot
28,57,Comfortable
34,34,Hot
31,61,Hot
22,49,Comfortable
35,34,Hot
22,50,Comfortable
40,69,Hot
20,56,Comfortable
18,51,Comfortable
33,76,Hot
29,57,Comfortable
28,88,Humid
19,62,Comfortable
40,37,Hot
21,53,Comfortable
20,63,Comfortable
25,83,Humid
21,88,Humid
40,58,Hot
27,92,Humid
37,40,Hot
30,80,Humid
18,65,Comfortable
25,30,Comfortable
19,62,Comfortable
33,89,Hot
36,43,Hot
36,72,Hot
22,57,Comfortable
26,76,Humid
25,31,Comfortable
27,94,Humid
22,39,Comfortable
26,62,Comfortable
35,43,Hot
18,50,Comfortable
29,92,Humid
26,52,Comfortable
19,46,Comfortable
36,57,Hot
32,80,Hot
26,84,Humid
23,41,Comfortable
39,90,Hot
30,70,Comfortable
39,38,Hot
23,32,Comfortable
36,74,Hot
39,30,Hot
36,67,Hot
38,67,Hot
33,74,Hot
24,81,Humid
31,90,Hot
27,60,Comfortable
25,37,Comfortable
20,75,Comfortable
38,54,Hot
25,77,Humid
25,86,Humid
29,92,Humid
21,55,Comfortable
31,76,Hot
34,52,Hot
29,55,Comfortable
18,78,Humid
34,71,Hot
35,63,Hot
35,91,Hot
28,69,Comfortable
38,54,Hot
37,67,Hot
39,52,Hot
40,80,Hot
21,79,Humid
22,88,Humid
25,68,Comfortable
28,52,Comfortable
27,73,Comfortable
20,58,Comfortable
34,73,Hot
37,78,Hot
23,60,Comfortable
33,73,Hot
29,45,Comfortable
28,70,Comfortable
18,34,Comfortable
40,42,Hot
32,35,Hot
27,33,Comfortable
20,45,Comfortable
21,59,Comfortable
36,81,Hot
38,41,Hot
24,86,Humid
25,91,Humid
24,84,Humid
28,37,Comfortable
22,93,Humid
30,51,Comfortable
25,31,Comfortable
29,69,Comfortable
37,48,Hot
33,49,Hot
20,44,Comfortable
35,45,Hot
34,41,Hot
19,80,Humid
36,92,Hot
38,61,Hot
20,46,Comfortable
26,90,Humid
18,41,Comfortable
29,69,Comfortable
36,44,Hot
24,60,Comfortable
39,34,Hot
35,33,Hot
18,62,Comfortable
23,65,Comfortable
40,36,Hot
39,44,Hot
32,94,Hot
26,37,Comfortable
35,38,Hot
38,59,Hot
40,46,Hot
18,58,Comfortable
18,89,Humid
36,34,Hot
24,91,Humid
40,88,Hot
33,62,Hot
36,58,Hot
23,51,Comfortable
28,39,Comfortable
21,79,Humid
27,35,Comfortable
33,91,Hot
22,77,Humid
29,38,Comfortable
31,76,Hot
37,55,Hot
28,60,Comfortable
28,48,Comfortable
33,33,Hot
22,30,Comfortable
32,77,Hot
24,88,Humid
21,69,Comfortable
29,57,Comfortable
35,47,Hot
27,67,Comfortable
23,88,Humid
26,52,Comfortable
38,74,Hot
35,79,Hot
38,95,Hot
30,61,Comfortable
35,46,Hot
31,57,Hot
19,36,Comfortable
23,86,Humid
27,76,Humid
25,56,Comfortable
22,78,Humid
20,33,Comfortable
36,55,Hot
35,77,Hot
35,87,Hot
23,60,Comfortable
27,69,Comfortable
35,53,Hot
27,57,Comfortable
40,88,Hot
39,72,Hot
34,60,Hot
23,66,Comfortable
32,49,Hot
24,45,Comfortable
23,79,Humid
21,49,Comfortable
28,79,Humid
20,87,Humid
30,72,Comfortable
29,60,Comfortable
23,63,Comfortable
36,35,Hot
37,94,Hot
18,75,Comfortable
36,91,Hot
24,40,Comfortable
20,58,Comfortable
38,78,Hot
24,59,Comfortable
29,31,Comfortable
37,36,Hot
30,36,Comfortable
31,55,Hot
21,34,Comfortable
40,75,Hot
28,44,Comfortable
24,59,Comfortable
21,45,Comfortable
38,89,Hot
32,78,Hot
29,62,Comfortable
25,43,Comfortable
39,35,Hot
36,52,Hot
22,70,Comfortable
28,47,Comfortable
36,31,Hot
26,75,Comfortable
35,87,Hot
40,60,Hot
22,46,Comfortable
18,76,Humid
32,47,Hot
33,92,Hot
33,43,Hot
21,66,Comfortable
36,76,Hot
30,34,Comfortable
38,53,Hot
29,88,Humid
36,75,Hot
19,76,Humid
18,42,Comfortable
35,61,Hot
20,48,Comfortable
31,34,Hot
26,58,Comfortable
31,73,Hot
34,49,Hot
38,83,Hot
20,37,Comfortable
18,49,Comfortable
33,62,Hot
34,88,Hot
18,40,Comfortable
25,41,Comfortable
20,84,Humid
18,72,Comfortable
28,81,Humid
34,86,Hot
40,73,Hot
39,50,Hot
34,42,Hot
24,38,Comfortable
27,76,Humid
23,86,Humid
18,84,Humid
34,36,Hot
36,42,Hot
23,86,Humid
27,49,Comfortable
23,51,Comfortable
20,40,Comfortable
38,51,Hot
30,56,Comfortable
39,85,Hot
37,54,Hot
21,55,Comfortable
20,88,Humid
18,49,Comfortable
29,43,Comfortable
36,42,Hot
38,39,Hot
39,85,Hot
35,94,Hot
30,50,Comfortable
25,62,Comfortable
32,41,Hot
27,89,Humid
19,50,Comfortable
30,70,Comfortable
37,78,Hot
37,33,Hot
19,66,Comfortable
32,70,Hot
23,77,Humid
32,84,Hot
25,88,Humid
29,66,Comfortable
38,61,Hot
36,63,Hot
30,31,Comfortable
35,68,Hot
35,68,Hot
22,36,Comfortable
27,93,Humid
26,82,Humid
40,65,Hot
29,63,Comfortable
23,90,Humid
25,83,Humid
20,31,Comfortable
27,66,Comfortable
23,76,Humid
23,79,Humid
36,94,Hot
19,80,Humid
37,89,Hot
26,91,Humid
32,93,Hot
35,88,Hot
35,72,Hot
18,42,Comfortable
25,43,Comfortable
21,33,Comfortable
33,72,Hot
35,90,Hot
35,31,Hot
27,77,Humid
35,73,Hot
30,52,Comfortable
31,66,Hot
30,66,Comfortable
22,82,Humid
35,77,Hot
39,55,Hot
19,51,Comfortable
36,41,Hot
36,55,Hot
18,33,Comfortable
40,35,Hot
40,51,Hot
33,77,Hot
25,73,Comfortable
33,82,Hot
34,60,Hot
33,48,Hot
39,53,Hot
33,51,Hot
39,44,Hot
18,62,Comfortable
20,62,Comfortable
35,79,Hot
30,53,Comfortable
19,90,Humid
28,64,Comfortable
36,61,Hot
36,36,Hot
26,57,Comfortable
34,85,Hot
27,75,Comfortable
18,31,Comfortable
34,68,Hot
31,64,Hot
25,50,Comfortable
26,36,Comfortable
37,61,Hot
20,78,Humid
28,87,Humid
35,47,Hot
30,71,Comfortable
25,63,Comfortable
38,49,Hot
33,47,Hot
33,49,Hot
24,77,Humid
32,76,Hot
21,65,Comfortable
38,58,Hot
34,33,Hot
31,61,Hot
32,66,Hot
36,73,Hot
35,64,Hot
33,95,Hot
36,84,Hot
30,87,Humid
25,57,Comfortable
38,30,Hot
31,53,Hot
23,61,Comfortable
31,46,Hot
28,57,Comfortable
38,69,Hot
18,54,Comfortable
20,85,Humid
18,88,Humid
32,40,Hot
37,77,Hot
38,91,Hot
23,66,Comfortable
26,62,Comfortable
21,35,Comfortable
37,56,Hot
24,60,Comfortable
28,33,Comfortable
40,65,Hot
28,67,Comfortable
27,70,Comfortable
32,49,Hot
29,80,Humid
35,75,Hot
28,73,Comfortable
34,42,Hot
35,34,Hot
19,82,Humid
38,68,Hot
35,54,Hot
21,71,Comfortable
34,31,Hot
31,70,Hot
28,95,Humid
40,44,Hot
27,81,Humid
38,63,Hot
33,39,Hot
18,84,Humid
27,49,Comfortable
36,76,Hot
30,50,Comfortable
38,92,Hot
19,78,Humid
27,38,Comfortable
31,33,Hot
24,47,Comfortable
37,45,Hot
23,35,Comfortable
32,66,Hot
35,93,Hot
35,85,Hot
21,50,Comfortable
35,39,Hot
31,63,Hot
26,30,Comfortable
26,34,Comfortable
24,30,Comfortable
23,56,Comfortable
28,90,Humid
25,45,Comfortable
38,42,Hot
28,45,Comfortable
21,83,Humid
31,35,Hot
22,93,Humid
34,95,Hot
21,95,Humid
39,74,Hot
23,55,Comfortable
32,44,Hot
34,33,Hot
40,94,Hot
18,60,Comfortable
29,69,Comfortable
30,65,Comfortable
20,48,Comfortable
29,76,Humid
21,39,Comfortable
38,37,Hot
23,44,Comfortable
26,85,Humid
31,67,Hot
23,61,Comfortable
37,68,Hot
24,84,Humid
29,61,Comfortable
23,64,Comfortable
39,62,Hot
32,74,Hot
28,55,Comfortable
35,74,Hot
39,49,Hot
40,46,Hot
31,71,Hot
34,42,Hot
19,48,Comfortable
40,89,Hot
36,42,Hot
31,94,Hot
28,95,Humid
25,81,Humid
38,55,Hot
36,68,Hot
34,70,Hot
29,33,Comfortable
24,66,Comfortable
24,46,Comfortable
39,76,Hot
22,58,Comfortable
30,67,Comfortable
23,41,Comfortable
28,64,Comfortable
37,37,Hot
27,80,Humid
35,32,Hot
36,35,Hot
27,84,Humid
36,41,Hot
22,41,Comfortable
37,31,Hot
29,70,Comfortable
25,55,Comfortable
37,47,Hot
25,93,Humid
29,43,Comfortable
38,41,Hot
18,31,Comfortable
37,43,Hot
33,36,Hot
23,64,Comfortable
28,55,Comfortable
24,36,Comfortable
37,86,Hot
25,57,Comfortable
34,35,Hot
18,86,Humid
22,30,Comfortable
29,51,Comfortable
31,47,Hot
35,34,Hot
37,95,Hot
22,88,Humid
30,37,Comfortable
34,81,Hot
20,65,Comfortable
27,59,Comfortable
38,93,Hot
22,79,Humid
21,69,Comfortable
29,61,Comfortable
26,90,Humid
20,70,Comfortable
19,77,Humid
40,59,Hot
20,85,Humid
28,35,Comfortable
37,48,Hot
34,95,Hot
30,76,Humid
31,54,Hot
26,73,Comfortable
18,35,Comfortable
30,74,Comfortable
19,64,Comfortable
21,71,Comfortable
25,44,Comfortable
26,58,Comfortable
24,49,Comfortable
27,95,Humid
33,30,Hot
39,74,Hot
37,73,Hot
24,41,Comfortable
34,83,Hot
27,65,Comfortable
25,35,Comfortable
34,76,Hot
38,64,Hot
23,95,Humid
19,51,Comfortable
30,44,Comfortable
20,47,Comfortable
23,41,Comfortable
30,45,Comfortable
38,69,Hot
26,37,Comfortable
26,38,Comfortable
37,37,Hot
35,55,Hot
25,42,Comfortable
39,85,Hot
32,63,Hot
28,53,Comfortable
19,50,Comfortable
35,70,Hot
25,30,Comfortable
33,72,Hot
26,86,Humid
20,35,Comfortable
24,86,Humid
38,72,Hot
22,89,Humid
31,37,Hot
25,41,Comfortable
36,42,Hot
35,80,Hot
33,77,Hot
21,79,Humid
37,44,Hot
30,66,Comfortable
32,41,Hot
23,51,Comfortable
21,62,Comfortable
31,81,Hot
25,39,Comfortable
18,95,Humid
21,58,Comfortable
36,64,Hot
20,88,Humid
25,73,Comfortable
28,39,Comfortable
31,62,Hot
24,41,Comfortable
28,91,Humid
34,31,Hot
27,87,Humid
35,40,Hot
22,58,Comfortable
26,43,Comfortable
29,30,Comfortable
26,53,Comfortable
26,89,Humid
23,94,Humid
19,89,Humid
19,56,Comfortable
37,70,Hot
24,42,Comfortable
40,95,Hot
39,84,Hot
34,42,Hot
25,43,Comfortable
20,90,Humid
37,53,Hot
24,77,Humid
33,45,Hot
30,50,Comfortable
26,91,Humid
24,56,Comfortable
19,88,Humid
19,49,Comfortable
22,60,Comfortable
35,88,Hot
35,92,Hot
22,78,Humid
39,31,Hot
30,58,Comfortable
27,72,Comfortable
33,60,Hot
40,80,Hot
34,68,Hot
26,76,Humid
40,95,Hot
32,56,Hot
24,84,Humid
39,56,Hot
39,43,Hot
30,57,Comfortable
20,35,Comfortable
29,62,Comfortable
40,35,Hot
19,73,Comfortable
24,39,Comfortable
24,57,Comfortable
24,70,Comfortable
31,80,Hot
25,87,Humid
21,79,Humid
39,71,Hot
27,77,Humid
23,72,Comfortable
22,30,Comfortable
36,89,Hot
22,74,Comfortable
38,67,Hot
18,81,Humid
21,73,Comfortable
33,61,Hot
18,85,Humid
38,80,Hot
18,57,Comfortable
32,65,Hot
25,35,Comfortable
26,57,Comfortable
33,63,Hot
31,55,Hot
40,71,Hot
35,74,Hot
29,84,Humid
36,94,Hot
18,70,Comfortable
34,92,Hot
19,54,Comfortable
37,95,Hot
19,74,Comfortable
28,62,Comfortable
37,36,Hot
22,91,Humid
39,63,Hot
37,72,Hot
19,95,Humid
22,53,Comfortable
27,45,Comfortable
29,53,Comfortable
36,61,Hot
23,66,Comfortable
30,77,Humid
19,40,Comfortable
38,72,Hot
37,76,Hot
33,93,Hot
25,49,Comfortable
28,57,Comfortable
39,42,Hot
39,45,Hot
32,48,Hot
33,36,Hot
40,66,Hot
34,46,Hot
40,32,Hot
19,71,Comfortable
26,74,Comfortable
23,44,Comfortable
38,48,Hot
28,73,Comfortable
33,53,Hot
34,73,Hot
21,81,Humid
26,76,Humid
31,33,Hot
36,60,Hot
33,41,Hot
25,95,Humid
26,89,Humid
19,87,Humid
39,94,Hot
33,52,Hot
22,57,Comfortable
27,52,Comfortable
39,68,Hot
21,40,Comfortable
33,94,Hot
30,79,Humid
24,83,Humid
35,57,Hot
37,42,Hot
33,84,Hot
34,56,Hot
18,74,Comfortable
30,37,Comfortable
32,85,Hot
25,92,Humid
31,48,Hot
39,85,Hot
39,76,Hot
38,52,Hot
31,57,Hot
30,89,Humid
36,78,Hot
39,47,Hot
36,89,Hot
23,51,Comfortable
38,91,Hot
31,41,Hot
36,54,Hot
19,50,Comfortable
38,52,Hot
36,39,Hot
32,84,Hot
33,58,Hot
31,87,Hot
38,82,Hot
32,94,Hot
40,40,Hot
34,51,Hot
18,64,Comfortable
26,34,Comfortable
27,76,Humid
36,86,Hot
20,44,Comfortable
32,35,Hot
31,50,Hot
39,76,Hot
39,80,Hot
35,94,Hot
38,75,Hot
21,34,Comfortable
35,49,Hot
23,47,Comfortable
34,65,Hot
26,74,Comfortable
35,68,Hot
37,86,Hot
19,37,Comfortable
27,52,Comfortable
37,53,Hot
23,81,Humid
33,88,Hot
39,30,Hot
32,45,Hot
25,45,Comfortable
32,47,Hot
18,92,Humid
21,39,Comfortable
26,76,Humid
28,41,Comfortable
23,70,Comfortable
35,73,Hot
34,74,Hot
31,77,Hot
23,77,Humid
27,94,Humid
24,59,Comfortable
38,75,Hot
23,52,Comfortable
30,48,Comfortable
31,83,Hot
22,38,Comfortable
37,64,Hot
39,88,Hot
39,89,Hot
24,44,Comfortable
20,58,Comfortable
25,80,Humid
18,48,Comfortable
26,89,Humid
30,37,Comfortable
30,53,Comfortable
34,55,Hot
31,87,Hot
24,56,Comfortable
40,42,Hot
24,42,Comfortable
27,76,Humid
33,31,Hot
24,33,Comfortable
31,32,Hot
35,56,Hot
39,91,Hot
31,68,Hot
31,75,Hot
33,40,Hot
29,33,Comfortable
26,74,Comfortable
18,76,Humid
40,56,Hot
23,39,Comfortable
29,59,Comfortable
22,90,Humid
20,70,Comfortable
20,70,Comfortable
28,60,Comfortable
33,36,Hot
37,89,Hot
21,47,Comfortable
40,88,Hot
33,70,Hot
23,82,Humid
28,73,Comfortable
37,32,Hot
31,43,Hot
30,87,Humid
24,65,Comfortable
34,91,Hot
29,50,Comfortable
25,44,Comfortable
19,42,Comfortable
30,61,Comfortable
31,33,Hot
29,86,Humid
29,32,Comfortable
28,31,Comfortable
39,76,Hot
20,73,Comfortable
30,64,Comfortable
39,80,Hot
33,85,Hot
31,42,Hot
35,33,Hot
31,36,Hot
19,64,Comfortable
29,89,Humid
22,35,Comfortable
38,75,Hot
26,58,Comfortable
28,77,Humid
33,77,Hot
31,95,Hot
31,71,Hot
27,43,Comfortable
29,40,Comfortable
37,59,Hot
26,63,Comfortable
19,80,Humid
29,63,Comfortable
18,81,Humid
40,70,Hot
34,80,Hot
30,59,Comfortable
21,93,Humid
29,58,Comfortable
21,79,Humid
24,89,Humid
32,43,Hot
36,68,Hot
27,33,Comfortable
32,81,Hot
34,37,Hot
38,46,Hot
31,82,Hot
27,64,Comfortable
30,82,Humid
18,50,Comfortable
21,58,Comfortable
29,33,Comfortable
39,66,Hot
37,31,Hot
30,49,Comfortable
21,87,Humid
18,31,Comfortable
27,80,Humid
31,45,Hot
35,71,Hot
18,30,Comfortable
34,49,Hot
24,66,Comfortable
32,53,Hot
39,95,Hot
34,88,Hot
35,54,Hot
30,73,Comfortable
19,33,Comfortable
35,65,Hot
24,30,Comfortable
35,46,Hot
35,85,Hot
19,56,Comfortable
21,70,Comfortable
27,61,Comfortable
27,59,Comfortable
31,86,Hot
39,68,Hot
25,69,Comfortable
33,71,Hot
32,59,Hot
22,49,Comfortable
35,68,Hot
19,39,Comfortable
34,81,Hot
29,35,Comfortable
24,39,Comfortable
36,52,Hot
19,66,Comfortable
35,44,Hot
38,35,Hot
31,44,Hot
19,84,Humid
35,43,Hot
24,91,Humid
18,59,Comfortable
26,82,Humid
28,42,Comfortable
24,31,Comfortable
36,31,Hot
28,71,Comfortable
27,30,Comfortable
23,56,Comfortable
30,75,Comfortable
27,89,Humid
28,45,Comfortable
20,40,Comfortable
32,37,Hot
19,46,Comfortable
36,90,Hot
28,91,Humid
30,87,Humid
27,68,Comfortable
36,42,Hot
20,74,Comfortable
36,40,Hot
40,39,Hot
19,67,Comfortable
30,92,Humid
24,78,Humid
29,48,Comfortable
36,39,Hot
25,31,Comfortable
23,89,Humid
23,95,Humid
33,95,Hot
27,41,Comfortable
18,41,Comfortable
19,64,Comfortable
22,91,Humid
23,55,Comfortable
26,65,Comfortable
29,93,Humid
35,59,Hot
29,58,Comfortable
29,79,Humid
29,50,Comfortable
39,57,Hot
19,39,Comfortable
30,86,Humid
31,44,Hot
29,68,Comfortable
25,81,Humid
31,40,Hot
28,67,Comfortable
25,62,Comfortable
27,49,Comfortable
29,81,Humid
37,72,Hot
40,42,Hot
22,35,Comfortable
19,82,Humid
32,90,Hot
25,44,Comfortable
36,53,Hot
21,49,Comfortable
24,45,Comfortable
34,81,Hot
20,93,Humid
24,95,Humid
35,71,Hot
33,92,Hot
30,95,Humid
26,31,Comfortable
19,76,Humid
20,30,Comfortable
35,51,Hot
20,52,Comfortable
35,91,Hot
40,75,Hot
29,44,Comfortable
21,85,Humid
21,63,Comfortable
32,47,Hot
27,54,Comfortable
38,80,Hot
26,95,Humid
31,71,Hot
28,72,Comfortable
29,91,Humid
38,87,Hot
19,85,Humid
28,66,Comfortable
24,87,Humid
32,75,Hot
38,42,Hot
37,50,Hot
37,35,Hot
22,63,Comfortable
33,93,Hot
27,52,Comfortable
22,93,Humid
27,80,Humid
25,94,Humid
20,63,Comfortable
40,61,Hot
22,38,Comfortable
28,74,Comfortable
30,68,Comfortable
26,82,Humid
18,42,Comfortable
29,93,Humid
34,65,Hot
27,93,Humid
36,48,Hot
26,65,Comfortable
27,94,Humid
20,73,Comfortable
39,57,Hot
28,40,Comfortable
36,65,Hot
25,43,Comfortable
19,86,Humid
26,76,Humid
39,93,Hot
38,30,Hot
23,70,Comfortable
39,91,Hot
34,54,Hot
30,39,Comfortable
31,86,Hot
31,63,Hot
26,73,Comfortable
31,39,Hot
20,34,Comfortable
21,36,Comfortable
25,77,Humid
38,84,Hot
35,53,Hot
26,35,Comfortable
37,87,Hot
39,89,Hot
30,56,Comfortable
38,51,Hot
40,85,Hot
28,66,Comfortable
32,87,Hot
23,49,Comfortable
23,76,Humid
31,90,Hot
31,64,Hot
28,57,Comfortable
24,92,Humid
28,84,Humid
26,84,Humid
21,75,Comfortable
28,74,Comfortable
38,32,Hot
28,82,Humid
26,54,Comfortable
40,64,Hot
25,68,Comfortable
18,49,Comfortable
29,61,Comfortable
40,43,Hot
35,35,Hot
22,50,Comfortable
28,75,Comfortable
33,69,Hot
24,30,Comfortable
27,48,Comfortable
22,50,Comfortable
20,34,Comfortable
25,60,Comfortable
22,31,Comfortable
37,82,Hot
30,35,Comfortable
36,47,Hot
27,89,Humid
29,34,Comfortable
28,93,Humid
21,73,Comfortable
21,68,Comfortable
37,43,Hot
35,38,Hot
27,43,Comfortable
23,50,Comfortable
21,91,Humid
36,92,Hot
36,70,Hot
24,88,Humid
30,71,Comfortable
34,69,Hot
32,37,Hot
19,54,Comfortable
33,81,Hot
26,84,Humid
25,31,Comfortable
23,57,Comfortable
23,88,Humid
40,52,Hot
20,70,Comfortable
18,31,Comfortable
21,47,Comfortable
36,75,Hot
39,43,Hot
24,74,Comfortable
39,50,Hot
38,78,Hot
23,39,Comfortable
36,88,Hot
22,73,Comfortable
37,38,Hot
24,78,Humid
19,36,Comfortable
38,40,Hot
34,60,Hot
35,65,Hot
28,61,Comfortable
20,57,Comfortable
27,36,Comfortable
27,53,Comfortable
35,88,Hot
37,64,Hot
25,45,Comfortable
37,73,Hot
21,42,Comfortable
40,33,Hot
29,58,Comfortable
30,39,Comfortable
34,36,Hot
32,70,Hot
35,56,Hot
26,90,Humid
21,41,Comfortable
32,83,Hot
32,61,Hot
32,30,Hot
23,32,Comfortable
23,55,Comfortable
22,31,Comfortable
37,82,Hot
26,56,Comfortable
22,52,Comfortable
33,31,Hot
20,39,Comfortable
24,82,Humid
18,84,Humid
27,77,Humid
30,46,Comfortable
29,91,Humid
40,51,Hot
28,45,Comfortable
40,63,Hot
36,31,Hot
40,60,Hot
40,64,Hot
38,75,Hot
38,74,Hot
40,54,Hot
31,47,Hot
22,71,Comfortable
35,35,Hot
23,39,Comfortable
29,52,Comfortable
34,57,Hot
26,48,Comfortable
24,78,Humid
20,55,Comfortable
36,66,Hot
26,72,Comfortable
33,44,Hot
25,34,Comfortable
33,61,Hot
24,73,Comfortable
30,48,Comfortable
30,70,Comfortable
30,39,Comfortable
29,43,Comfortable
32,52,Hot
20,78,Humid
38,80,Hot
25,80,Humid
25,70,Comfortable
35,93,Hot
18,39,Comfortable
25,89,Humid
28,45,Comfortable
34,91,Hot
29,82,Humid
38,51,Hot
38,70,Hot
33,53,Hot
26,31,Comfortable
40,43,Hot
28,75,Comfortable
21,83,Humid
35,95,Hot
24,81,Humid
30,31,Comfortable
23,59,Comfortable
25,61,Comfortable
21,53,Comfortable
34,38,Hot
32,77,Hot
18,33,Comfortable
39,88,Hot
36,39,Hot
26,94,Humid
39,59,Hot
21,90,Humid
37,74,Hot
27,67,Comfortable
40,68,Hot
28,57,Comfortable
33,35,Hot
19,46,Comfortable
33,58,Hot
28,39,Comfortable
23,76,Humid
26,53,Comfortable
39,62,Hot
30,85,Humid
21,77,Humid
27,77,Humid
18,73,Comfortable
18,74,Comfortable
26,33,Comfortable
34,46,Hot
20,67,Comfortable
20,58,Comfortable
26,59,Comfortable
19,30,Comfortable
21,52,Comfortable
27,47,Comfortable
32,61,Hot
33,87,Hot
31,30,Hot
28,72,Comfortable
40,54,Hot
40,59,Hot
37,91,Hot
31,92,Hot
32,42,Hot
39,34,Hot
20,67,Comfortable
26,76,Humid
31,55,Hot
27,60,Comfortable
31,58,Hot
24,72,Comfortable
27,42,Comfortable
31,84,Hot
25,50,Comfortable
31,64,Hot
39,32,Hot
37,56,Hot
21,71,Comfortable
29,52,Comfortable
35,36,Hot
31,74,Hot
25,54,Comfortable
39,87,Hot
39,80,Hot
30,39,Comfortable
31,72,Hot
22,91,Humid
37,48,Hot
20,79,Humid
35,87,Hot
30,47,Comfortable
24,30,Comfortable
33,88,Hot
21,30,Comfortable
32,76,Hot
22,35,Comfortable
39,76,Hot
21,65,Comfortable
29,55,Comfortable
19,44,Comfortable
35,91,Hot
38,45,Hot
30,47,Comfortable
18,47,Comfortable
40,46,Hot
36,43,Hot
33,93,Hot
25,33,Comfortable
25,43,Comfortable
32,46,Hot
31,51,Hot
32,52,Hot
19,52,Comfortable
35,34,Hot
29,36,Comfortable
19,91,Humid
40,49,Hot
38,32,Hot
18,71,Comfortable
27,36,Comfortable
38,35,Hot
33,74,Hot
22,84,Humid
38,51,Hot
23,83,Humid
37,46,Hot
22,84,Humid
24,69,Comfortable
30,75,Comfortable
19,56,Comfortable
18,48,Comfortable
36,46,Hot
34,75,Hot
35,46,Hot
40,59,Hot
18,93,Humid
38,65,Hot
34,87,Hot
24,88,Humid
25,72,Comfortable
34,95,Hot
26,37,Comfortable
26,58,Comfortable
18,86,Humid
21,64,Comfortable
40,44,Hot
28,54,Comfortable
40,61,Hot
28,61,Comfortable
28,75,Comfortable
20,62,Comfortable
37,88,Hot
27,34,Comfortable
30,35,Comfortable
19,34,Comfortable
39,80,Hot
26,87,Humid
32,70,Hot
18,40,Comfortable
24,69,Comfortable
26,93,Humid
18,80,Humid
38,60,Hot
25,73,Comfortable
19,79,Humid
40,30,Hot
34,45,Hot
33,88,Hot
39,75,Hot
38,48,Hot
32,67,Hot
36,45,Hot
25,35,Comfortable
34,92,Hot
37,89,Hot
18,35,Comfortable
18,70,Comfortable
23,43,Comfortable
29,74,Comfortable
25,87,Humid
19,84,Humid
38,57,Hot
32,33,Hot
34,70,Hot
23,40,Comfortable
22,43,Comfortable
23,71,Comfortable
20,74,Comfortable
28,36,Comfortable
32,86,Hot
39,34,Hot
32,36,Hot
26,89,Humid
24,56,Comfortable
27,77,Humid
37,36,Hot
19,53,Comfortable
32,79,Hot
26,90,Humid
28,77,Humid
32,46,Hot
30,67,Comfortable
26,57,Comfortable
28,37,Comfortable
19,76,Humid
26,40,Comfortable
23,90,Humid
31,46,Hot
34,40,Hot
27,54,Comfortable
19,77,Humid
40,56,Hot
26,94,Humid
27,85,Humid
37,44,Hot
28,65,Comfortable
26,47,Comfortable
26,83,Humid
32,75,Hot
18,67,Comfortable
25,88,Humid
38,79,Hot
33,54,Hot
27,67,Comfortable
37,77,Hot
29,63,Comfortable
23,90,Humid
